colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
Green,AED,,Galaxy Z Flip 3 Dual Sim 8GB Ram 256GB Rom 5G Green,948.0,Android 11,25,Qualcomm Snapdragon,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-dual-sim-8gb-ram-256gb-rom-5g-green/N51004949A/p/?o=db37fb51cad4b2fa
Misty Black,AED,https://f.nooncdn.com/p/pnsku/N70096184V/45/_/1722259275/096ac0bc-e174-4e8c-9425-ac84534bd166.jpg?format=jpg&width=240,A50 Dual SIM Misty Black 3+5GB RAM 128GB 4G - Middle East Version,,,25,Unisoc,3 GB,320.0,128 GB,https://www.noon.com/uae-en/a50-dual-sim-misty-black-3-5gb-ram-128gb-4g-middle-east-version/N70093877V/p/?o=f59e94ebd828685b
Silver,AED,https://f.nooncdn.com/p/pnsku/N50398976A/45/_/1724311479/d8cc78c5-9608-45c6-8234-f151367184db.jpg?format=jpg&width=240,Renewed - iPhone 12 Pro Max With Facetime 256GB Silver 5G,,iOS 14,25,Apple,6 GB,1885.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-max-with-facetime-256gb-silver-5g/N45950306A/p/?o=f1c39ded73aee80d
Mystery Black,AED,https://f.nooncdn.com/p/pnsku/N70038170V/45/_/1705414913/0208ecde-2ff9-46e0-807f-88c477d663a7.jpg?format=jpg&width=240,A79 Dual SIM Mystery Black 8GB RAM 128GB 5G - International Version,925.0,Android 13,25,MediaTek Dimensity,8 MB,1499.0,128 GB,https://www.noon.com/uae-en/a79-dual-sim-mystery-black-8gb-ram-128gb-5g-international-version/N70038171V/p/?o=ea8ff4bcf86783fc
Alpine Blue,AED,,13T Pro Dual SIM Alpine Blue 12GB RAM 512GB 5G - Global Version,1849.0,,25,MediaTek Dimensity,12 GB,2198.0,512 GB,https://www.noon.com/uae-en/13t-pro-dual-sim-alpine-blue-12gb-ram-512gb-5g-global-version/N70028642V/p/?o=a17520fec360ba3f
Bamboo Green,AED,https://f.nooncdn.com/p/v1687265283/N53342578A_1.jpg?format=jpg&width=240,C30 Dual SIM Arabic Bamboo Green 2GB RAM 32GB 4G LTE - Middle East Version,290.0,,25,,2 GB,399.0,32 GB,https://www.noon.com/uae-en/c30-dual-sim-arabic-bamboo-green-2gb-ram-32gb-4g-lte-middle-east-version/N53342578A/p/?o=b7127aa674a8c4cb
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone X With FaceTime Silver 256GB 4G LTE,602.0,iOS 11,25,Apple,3 GB,660.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-x-with-facetime-silver-256gb-4g-lte/N38254481A/p/?o=d286949155a8328f
Graphite,AED,https://f.nooncdn.com/p/pnsku/N50220774A/45/_/1694165458/26dc2ec6-527b-4365-a620-3750f1562e06.jpg?format=jpg&width=240,Galaxy Z Flip 5 Single Sim + eSim Graphite 8GB RAM 512GB 5G - International Version,1888.0,,25,Qualcomm Snapdragon,8 GB,2049.5,512 GB,https://www.noon.com/uae-en/galaxy-z-flip-5-single-sim-esim-graphite-8gb-ram-512gb-5g-international-version/N50482979A/p/?o=d08b24491c29817b
Phantom Purple,AED,,Y9S Dual SIM Phantom Purple 6GB RAM 128GB 4G LTE,,Android 9(Pie),25,,6 GB,289.0,128 GB,https://www.noon.com/uae-en/y9s-dual-sim-phantom-purple-6gb-ram-128gb-4g-lte/N43004325A/p/?o=aa087c192e1ef4ef
Olive,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S21 FE Dual SIM Olive 8GB 128GB 5G - International version,,Android 12,25,Qualcomm Snapdragon,8 GB,1390.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-fe-dual-sim-olive-8gb-128gb-5g-international-version/N53326666A/p/?o=cf6e1e9f16a0162c
Starry Silver,AED,,Nova 10 SE Dual SIM Starry Silver 8GB RAM 256GB 4G - Middle East Version,,,25,,8 GB,999.0,256 GB,https://www.noon.com/uae-en/nova-10-se-dual-sim-starry-silver-8gb-ram-256gb-4g-middle-east-version/N53377535A/p/?o=a5a2a076c69b141f
Black,AED,,T402 Dual SIM Black,98.95,,25,,8 MB,340.0,8 MB,https://www.noon.com/uae-en/t402-dual-sim-black/N70065328V/p/?o=cc06ee765213819d
Mystic Bronze,AED,,Galaxy Note20 Ultra Dual Sim Esim Plus Physical Mystic Bronze 128 GB 12GB RAM 5G,1299.0,Android 12,25,Exynos 8890,12 GB,1499.0,128 GB,https://www.noon.com/uae-en/galaxy-note20-ultra-dual-sim-esim-plus-physical-mystic-bronze-128-gb-12gb-ram-5g/N53434109A/p/?o=a3614d673e27a97e
Azure,AED,,3310 Dual SIM Azure 64MB RAM 128MB 3G,239.5,,25,,256 MB,299.0,128 MB,https://www.noon.com/uae-en/3310-dual-sim-azure-64mb-ram-128mb-3g/N19113634A/p/?o=a08e47da251fafbe
"Bifrost Blue,",AED,,Redmi Note 11SE Dual Sim Twilight Blue 8Gb Ram 128Gb 5G LTE - Global Version,,Android 13,25,Octa-Core,8 GB,620.0,128 GB,https://www.noon.com/uae-en/redmi-note-11se-dual-sim-twilight-blue-8gb-ram-128gb-5g-lte-global-version/N70050753V/p/?o=b6fa04d9951b771b
black,AED,,105 Black 4G Mobile,,,25,,16 GB,124.45,16 GB,https://www.noon.com/uae-en/105-black-4g-mobile/N70028280V/p/?o=bcd395be5608fbfe
Rainbow Spectrum,AED,,Reno 8 Lite Dual SIM Rainbow Spectrum 8GB RAM 128GB 5G,,,25,Qualcomm Snapdragon,8 GB,889.0,128 GB,https://www.noon.com/uae-en/reno-8-lite-dual-sim-rainbow-spectrum-8gb-ram-128gb-5g/N50135498A/p/?o=b3674359f8a5f6bd
Noble Black,AED,https://f.nooncdn.com/p/v1685518494/N53394523A_15.jpg?format=jpg&width=240,V27 5G Dual Sim Noble Black 12GB RAM 256GB With Gift Earbuds + Backpack + 15 Months Warranty,,,25,MediaTek Dimensity,12 GB,2070.0,256 GB,https://www.noon.com/uae-en/v27-5g-dual-sim-noble-black-12gb-ram-256gb-with-gift-earbuds-backpack-15-months-warranty/N53394524A/p/?o=d4e7518c3c4925ab
Purple,AED,https://f.nooncdn.com/p/pzsku/ZA9CAC8C489330E0262F8Z/45/_/1695219839/1656fd90-294f-4cfd-a3c9-2c6f4b7d7e33.jpg?format=jpg&width=240,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro Max Max 1 TB Purple Titanium,9999.0,,25,,,11998.8,1000 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-max-max-1-tb-purple-titanium/Z15CA78449B12E134A0ECZ/p/?o=z15ca78449b12e134a0ecz-1
Black,AED,https://f.nooncdn.com/p/v1687521082/N51683240A_1.jpg?format=jpg&width=240,Galaxy S21 Ultra Single SIM 12GB Ram 256GB Rom 5G,1125.0,Android 11,25,Qualcomm Snapdragon,12 GB,4599.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-single-sim-12gb-ram-256gb-rom-5g/N51683240A/p/?o=a849ddb61469a11b
Graphite,AED,https://f.nooncdn.com/p/v1693553473/N53434103A_1.jpg?format=jpg&width=240,Galaxy A54 Dual Sim Awesome Graphite 8GB RAM 256GB 5G,1074.0,,25,Samsung Exynos,8 GB,1250.0,256 GB,https://www.noon.com/uae-en/galaxy-a54-dual-sim-awesome-graphite-8gb-ram-256gb-5g/N53434103A/p/?o=c5cb7850310ed71e
Blue,AED,https://f.nooncdn.com/p/pnsku/N70051470V/45/_/1709464231/027d5732-519e-40ab-bce2-832d77d9d277.jpg?format=jpg&width=240,Galaxy M34 Dual SIM Blue 6GB RAM 128GB 5G - Middle East Version,,Android 13,25,,6 MB,739.0,128 GB,https://www.noon.com/uae-en/galaxy-m34-dual-sim-blue-6gb-ram-128gb-5g-middle-east-version/N70051470V/p/?o=db595cbb7cd437cb
Phantom Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB With Galaxy Buds 2 Pro - Middle East Version,3574.0,,25,,12 GB,4949.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-phantom-black-12gb-ram-256gb-with-galaxy-buds-2-pro-middle-east-version/N53376505A/p/?o=f2be57791d3e91de
Al Aqua,AED,https://f.nooncdn.com/p/v1665504880/N53356216A_1.jpg?format=jpg&width=240,201 Dual SIM AI Aqua 1GB RAM 32GB 4G - Middle East Version,115.0,Android 11,25,,1 GB,140.0,32 GB,https://www.noon.com/uae-en/201-dual-sim-ai-aqua-1gb-ram-32gb-4g-middle-east-version/N53356216A/p/?o=ca3498987a2d88aa
Glazed Green,AED,https://f.nooncdn.com/p/v1686137292/N53377219A_1.jpg?format=jpg&width=240,Reno 8 Pro 5G Dual SIM Glazed Green 8GB RAM 256GB - International Version,,Android 12,25,,8 GB,1660.0,256 GB,https://www.noon.com/uae-en/reno-8-pro-5g-dual-sim-glazed-green-8gb-ram-256gb-international-version/N53377218A/p/?o=db5957cf53d2f08f
Magic Blue,AED,https://f.nooncdn.com/p/v1685518494/N53394523A_15.jpg?format=jpg&width=240,V27 5G Dual Sim Magic Blue 12GB RAM 256GB With Gift Earbuds + Backpack + 15 Months Warranty,,,25,MediaTek Dimensity,12 GB,2160.0,256 GB,https://www.noon.com/uae-en/v27-5g-dual-sim-magic-blue-12gb-ram-256gb-with-gift-earbuds-backpack-15-months-warranty/N53394523A/p/?o=cb6cc092bd9b6d7f
Midnight Black,AED,https://f.nooncdn.com/p/v1686663832/N25468880A_1.jpg?format=jpg&width=240,Y9 Prime Dual SIM Midnight Black 4GB RAM 128GB 4G LTE,288.0,Android 9(Pie),25,HiSilicon Kirin,4 GB,827.0,128 GB,https://www.noon.com/uae-en/y9-prime-dual-sim-midnight-black-4gb-ram-128gb-4g-lte/N25468880A/p/?o=be07b7d533b2f67d
Cosmic Black,AED,,Galaxy S20 Plus Cosmic Black 12GB RAM 128GB 5G LTE,,Android 10,25,,12 GB,675.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-plus-cosmic-black-12gb-ram-128gb-5g-lte/N38443751A/p/?o=ae2835a4721e533a
Polar Black,AED,https://f.nooncdn.com/p/v1685707331/N53410832A_1.jpg?format=jpg&width=240,Smart 7 Dual SIM Polar Black 4GB RAM 64GB 4G LTE,,,25,,4 GB,275.0,64 GB,https://www.noon.com/uae-en/smart-7-dual-sim-polar-black-4gb-ram-64gb-4g-lte/N53410864A/p/?o=e3f533622d592dee
Phantom White,AED,https://f.nooncdn.com/p/v1687521088/N52606014A_1.jpg?format=jpg&width=240,Galaxy S22 Single Sim + eSim Phantom White 8GB RAM 256GB 5G - International Version,1370.0,,25,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-single-sim-esim-phantom-white-8gb-ram-256gb-5g-international-version/N52605121A/p/?o=ffc944aa503975ad
BlueTitianium,AED,https://f.nooncdn.com/p/pzsku/ZA9CAC8C489330E0262F8Z/45/_/1695219839/1656fd90-294f-4cfd-a3c9-2c6f4b7d7e33.jpg?format=jpg&width=240,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro Max 1 TB Blue Titanium,9999.0,,25,,,11988.0,1000 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-max-1-tb-blue-titanium/ZA9CAC8C489330E0262F8Z/p/?o=za9cac8c489330e0262f8z-1
,AED,,24K GOLD CUSTOMIZED IPHONE 15 PRO MAX,,iOS 17,25,,,8499.0,256 GB,https://www.noon.com/uae-en/24k-gold-customized-iphone-15-pro-max/Z10805F5E6244A62DA66CZ/p/?o=z10805f5e6244a62da66cz-1
Cream,AED,https://f.nooncdn.com/p/v1676532789/N53379873A_1.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Dual SIM Cream 12GB RAM 512GB With Travel Adapter  - Middle East Version,,,25,,12 GB,2800.0,512 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-cream-12gb-ram-512gb-with-travel-adapter-middle-east-version/N53379873A/p/?o=d530c2d4dc40dd5a
,AED,,OPO LONG CZ J9 GSM Phone Bluetooth Flip Thumb Mini Phone,,,25,,,259.0,,https://www.noon.com/uae-en/opo-long-cz-j9-gsm-phone-bluetooth-flip-thumb-mini-phone/ZA6C169ACEF86F0F37257Z/p/?o=za6c169acef86f0f37257z-1
,AED,,OPO 8XR 1.77 inch touchscreen card slot mini phone bar phone with keypad functionality gold color,,,25,,,231.3,,https://www.noon.com/uae-en/opo-8xr-1-77-inch-touchscreen-card-slot-mini-phone-bar-phone-with-keypad-functionality-gold-color/ZF1F765A17678C9910F79Z/p/?o=zf1f765a17678c9910f79z-1
Green,AED,https://f.nooncdn.com/p/v1687521097/N53339927A_1.jpg?format=jpg&width=240,Galaxy S22  Dual SIM Green 8GB RAM 128GB 5G - Middle East Version,1375.0,Android 12,25,Snapdragon,8 GB,3199.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-green-8gb-ram-128gb-5g-middle-east-version/N52535355A/p/?o=ceb1513bb4ae8e4f
Starry Black,AED,,A96 Dual SIM Starry Black 8GB RAM 128GB 4G LTE,,Android 11,25,Qualcomm Snapdragon,8 GB,699.0,128 GB,https://www.noon.com/uae-en/a96-dual-sim-starry-black-8gb-ram-128gb-4g-lte/N52943909A/p/?o=e17517ba2c238d8a
Purple Glass,AED,https://f.nooncdn.com/p/pnsku/N70048851V/45/_/1709117631/9af59831-d7d9-4af1-9306-bbf166e0ab9a.jpg?format=jpg&width=240,Magic V2 Dual SIM Purple Glass 16GB RAM 512GB 5G - Middle East Version With GS 3 Watch,,Android 13,25,,16 GB,5269.0,512 GB,https://www.noon.com/uae-en/magic-v2-dual-sim-purple-glass-16gb-ram-512gb-5g-middle-east-version-with-gs-3-watch/N70048850V/p/?o=aa0ad86405de082a
Flowing Silver,AED,,X7b Dual SIM Flowing Silver 8GB 256GB 4G LTE - International Version,611.0,Android 13,25,Qualcomm Snapdragon,8 GB,699.0,256 GB,https://www.noon.com/uae-en/x7b-dual-sim-flowing-silver-8gb-256gb-4g-lte-international-version/N70030447V/p/?o=a4e71584b5160b6a
Surfing Green,AED,https://f.nooncdn.com/p/v1683205437/N53403513A_1.jpg?format=jpg&width=240,Hot 30 Dual SIM Surfing Green 8GB RAM 256GB 4G LTE - KSA Version,,Anna,25,,8 GB,419.95,256 GB,https://www.noon.com/uae-en/hot-30-dual-sim-surfing-green-8gb-ram-256gb-4g-lte-ksa-version/N53403512A/p/?o=ae7cea45b6e1edaa
Mystery Black,AED,https://f.nooncdn.com/p/v1686127371/N38105926A_1.jpg?format=jpg&width=240,A31 Dual SIM Mystery Black 4GB RAM 128GB 4G LTE,329.45,Android 9(Pie),25,,4 GB,699.0,128 GB,https://www.noon.com/uae-en/a31-dual-sim-mystery-black-4gb-ram-128gb-4g-lte/N38105925A/p/?o=e899d8846eb55aff
Silvery Grey,AED,https://f.nooncdn.com/p/v1689060164/N53418440A_1.jpg?format=jpg&width=240,Reno 10 Pro 5G Dual SIM Silvery Grey 12GB RAM 256GB  - Middle East Version,,Android 12,25,Qualcomm Snapdragon,12 GB,2149.0,256 GB,https://www.noon.com/uae-en/reno-10-pro-5g-dual-sim-silvery-grey-12gb-ram-256gb-middle-east-version/N53418441A/p/?o=abd960d2391b0b0c
Silk Blue,AED,https://f.nooncdn.com/p/v1685701968/N53410731A_1.jpg?format=jpg&width=240,Smart 7 HD Dual SIM Silk Blue 2GB RAM 64GB 4G LTE,,,25,,2 GB,268.85,64 GB,https://www.noon.com/uae-en/smart-7-hd-dual-sim-silk-blue-2gb-ram-64gb-4g-lte/N53410834A/p/?o=b6f36ee39f152f3c
Black,AED,,"U505S Mobile Phone - 5.0"" TFT LCD Screen, 4G WiFi/GPS/GSM/HSPA/LTE, Android 11 Smart Phone w/ Dual SIM, 16GB ROM/1GB RAM, 3000mah Long Battery Life, 5.0MP Camera + VGA, MicroUSB port - Black",,,25,,1 GB,309.0,,https://www.noon.com/uae-en/u505s-mobile-phone-5-0-tft-lcd-screen-4g-wifi-gps-gsm-hspa-lte-android-11-smart-phone-w-dual-sim-16gb-rom-1gb-ram-3000mah-long-battery-life-5-0mp-camera-vga-microusb-port-black/Z3209FF532FCC207CB387Z/p/?o=z3209ff532fcc207cb387z-1
Titanium Silver,AED,https://f.nooncdn.com/p/v1686131997/N52792408A_1.jpg?format=jpg&width=240,X8 Dual SIM Titanium Silver 6GB RAM 128GB 4G - Middle East Version,695.0,Android 11,25,Qualcomm Snapdragon,6 GB,899.0,128 GB,https://www.noon.com/uae-en/x8-dual-sim-titanium-silver-6gb-ram-128gb-4g-middle-east-version/N52792410A/p/?o=c192af7a351e64cb
Starry Black,AED,https://f.nooncdn.com/p/pnsku/N53436925A/45/_/1694694183/55f24c1e-c876-493a-bb30-88f33783e778.jpg?format=jpg&width=240,S23 Dual SIM Starry Black 8+8GB RAM 128GB 4G - Middle East Version,273.2,,25,,8 GB,295.0,128 GB,https://www.noon.com/uae-en/s23-dual-sim-starry-black-8-8gb-ram-128gb-4g-middle-east-version/N53436924A/p/?o=e523bd83925c113b
24K Gold,AED,,Luxury 24K Gold Apple iPhone 15 Pro Max Rhombus Limited Edition,13678.0,,25,,,15198.0,512 GB,https://www.noon.com/uae-en/luxury-24k-gold-apple-iphone-15-pro-max-rhombus-limited-edition/Z54F71C66819374D37206Z/p/?o=z54f71c66819374d37206z-1
Modern Black,AED,,Y6 Prime 2019 Dual SIM Modern Black 3GB RAM 64GB 4G LTE,,Android 9(Pie),25,MediaTek Helio,3 GB,232.0,64 GB,https://www.noon.com/uae-en/y6-prime-2019-dual-sim-modern-black-3gb-ram-64gb-4g-lte/N33684771A/p/?o=b6e981712bd399ce
Mystic Black,AED,https://f.nooncdn.com/p/v1690192571/N53422045A_1.jpg?format=jpg&width=240,Y36 5G Dual SIM Mystic Black 8+8GB RAM 256GB - Middle East Version,,,25,MediaTek Dimensity,8 GB,930.0,256 GB,https://www.noon.com/uae-en/y36-5g-dual-sim-mystic-black-8-8gb-ram-256gb-middle-east-version/N53422046A/p/?o=d7a63a604665a76f
Onyx Gray,AED,https://f.nooncdn.com/p/v1687262960/N52353384A_1.jpg?format=jpg&width=240,Redmi Note 10 Pro Dual SIM Onyx Gray 8GB RAM 128GB 4G LTE-Global Version,,Android 11,25,Qualcomm Snapdragon,8 GB,1399.0,128 GB,https://www.noon.com/uae-en/redmi-note-10-pro-dual-sim-onyx-gray-8gb-ram-128gb-4g-lte-global-version/N46721415A/p/?o=fd5e460e98fc427b
Diamond Glow,AED,https://f.nooncdn.com/p/v1686131979/N50673988A_1.jpg?format=jpg&width=240,Y21 Dual SIM Diamond Glow 4GB RAM 64GB 4G LTE - Middle East Version,440.0,Android 11,25,MediaTek Helio,4 GB,619.0,64 GB,https://www.noon.com/uae-en/y21-dual-sim-diamond-glow-4gb-ram-64gb-4g-lte-middle-east-version/N50673988A/p/?o=d499b540a110b25e
Prism Black,AED,https://f.nooncdn.com/p/v1687430417/N21477789A_1.jpg?format=jpg&width=240,Galaxy S10 Plus Dual SIM Prism Black 8GB RAM 128GB 4G LTE,780.0,Android 9(Pie),25,,8 GB,3599.0,128 GB,https://www.noon.com/uae-en/galaxy-s10-plus-dual-sim-prism-black-8gb-ram-128gb-4g-lte/N21477789A/p/?o=aa94cf1488fb5c0a
Cyan Lake,AED,https://f.nooncdn.com/p/pnsku/N70072028V/45/_/1715685668/6202144d-30cc-482d-a1c7-a7eed85a3cd8.jpg?format=jpg&width=240,200 Lite Cyan Blue Dual SIM 8GB RAM 256GB 5G With Service Care+ - Middle East Version,949.0,,25,MediaTek Dimensity,8 GB,1049.0,256 GB,https://www.noon.com/uae-en/200-lite-cyan-blue-dual-sim-8gb-ram-256gb-5g-with-service-care-middle-east-version/N70072028V/p/?o=d576cf44e339c99d
Pastel Lime,AED,https://f.nooncdn.com/p/v1680515715/N53396272A_2.jpg?format=jpg&width=240,Nord CE 3 Lite Dual Sim Pastel Lime 8GB RAM 128GB 5G - Middle East Version,,,25,Qualcomm Snapdragon,8 GB,795.0,128 GB,https://www.noon.com/uae-en/nord-ce-3-lite-dual-sim-pastel-lime-8gb-ram-128gb-5g-middle-east-version/N53397247A/p/?o=fe808e75216b0d0c
Grey,AED,https://f.nooncdn.com/p/v1687265271/N53335795A_1.jpg?format=jpg&width=240,12S Ultra Dual Sim Grey 12GB RAM 512GB 5G - Chinese Version,,,25,Qualcomm Snapdragon,12 GB,4999.0,512 GB,https://www.noon.com/uae-en/12s-ultra-dual-sim-grey-12gb-ram-512gb-5g-chinese-version/N53335914A/p/?o=ea4c3a3e5f69e59f
Black,AED,,8600 Luna Single Sim Black 3G,,,25,,48 MB,1299.0,128 MB,https://www.noon.com/uae-en/8600-luna-single-sim-black-3g/N70096094V/p/?o=d807b4d197711bfe
green,AED,,Redmi A3X Dual Sim green 3Gb Ram 64Gb 4G - International Version,,Android 14,25,,3 GB,289.0,64 GB,https://www.noon.com/uae-en/redmi-a3x-dual-sim-green-3gb-ram-64gb-4g-international-version/N70098404V/p/?o=ed3e18198ace1ffa
Gold,AED,,Selfie Expert F1S Dual SIM Gold 32GB 4G LTE,150.0,,25,,4 GB,699.0,32 GB,https://www.noon.com/uae-en/selfie-expert-f1s-dual-sim-gold-32gb-4g-lte/N11963190A/p/?o=fa670bf16d4bfb4c
Silver,AED,,Galaxy S21 Ultra Dual Sim Silver 12GB RAM 256GB 5G With Galaxy Buds Pro And Smart Tag - International Version,,,25,,12 GB,1745.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-silver-12gb-ram-256gb-5g-with-galaxy-buds-pro-and-smart-tag-international-version/N43752038A/p/?o=ba229e1ae423fd8b
Black Titanium,AED,https://f.nooncdn.com/p/pzsku/Z590B512605F654093D32Z/45/_/1695281085/034ac6c8-0980-4e17-8cda-ba6de9a8f8ec.jpg?format=jpg&width=240,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro Max 256 GB Black Titanium,7999.0,,25,,,9599.0,256 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-max-256-gb-black-titanium/Z590B512605F654093D32Z/p/?o=z590b512605f654093d32z-1
Cyclone,AED,,Nubia RedMagic 9 Pro 5G - 512GB 16GB RAM Cyclone (Transparent Black) Global Version,,,25,,16 GB,3075.0,512 GB,https://www.noon.com/uae-en/nubia-redmagic-9-pro-5g-512gb-16gb-ram-cyclone-transparent-black-global-version/N70037031V/p/?o=c6a3025f5ee74a1c
Light Green,AED,,F11 Light Green Dual SIM 6GB RAM 128GB 4G LTE,,,25,,6 GB,257.0,128 GB,https://www.noon.com/uae-en/f11-light-green-dual-sim-6gb-ram-128gb-4g-lte/N51314665A/p/?o=d28400d13fd4f47d
Serenity Blue,AED,https://f.nooncdn.com/p/pnsku/N70011175V/45/_/1696511614/35ccacf5-3c43-4384-bbe3-387649b8b8ae.jpg?format=jpg&width=240,Camon 20 Pro Dual SIM Serenity Blue 8GB RAM 256GB 5G - Middle East Version,674.0,,25,,8 GB,729.0,256 GB,https://www.noon.com/uae-en/camon-20-pro-dual-sim-serenity-blue-8gb-ram-256gb-5g-middle-east-version/N70011176V/p/?o=af4ecb86511661ad
Full Gold Plated,AED,https://f.nooncdn.com/p/pzsku/Z276FC80393951D5AEC48Z/45/_/1686818911/c4d9538c-38fb-4069-8180-35d1474cd3aa.jpg?format=jpg&width=240,Caviar Luxury iPhone 14 Pro Max 24K Full Gold Limited Edition 256 GB,9449.0,iOS 16,25,,6 GiB,11338.8,256 GB,https://www.noon.com/uae-en/caviar-luxury-iphone-14-pro-max-24k-full-gold-limited-edition-256-gb/Z695F96464DAF6E25E8D4Z/p/?o=z695f96464daf6e25e8d4z-1
Bora Purple,AED,,Galaxy S22 Single Sim + e-Sim Bora Purple 8GB RAM 256GB 5G - International Version,,,25,,8 GB,1400.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-single-sim-e-sim-bora-purple-8gb-ram-256gb-5g-international-version/N53339928A/p/?o=a9bd8a52c3eeb8ed
Green,AED,https://f.nooncdn.com/p/v1686663937/N53356498A_1.jpg?format=jpg&width=240,Nova Y90 Dual SIM Green 8GB RAM 128GB 4G LTE - Middle East Version,799.0,,25,Qualcomm Snapdragon,8 GB,949.0,128 GB,https://www.noon.com/uae-en/nova-y90-dual-sim-green-8gb-ram-128gb-4g-lte-middle-east-version/N53356501A/p/?o=e7f563d0f05f2ccd
Silver,AED,,Galaxy A05 Dual SIM Silver 6GB RAM 128GB 4G LTE - Middle East Version,,,25,,6 GB,465.0,128 GB,https://www.noon.com/uae-en/galaxy-a05-dual-sim-silver-6gb-ram-128gb-4g-lte-middle-east-version/N70029335V/p/?o=a90005a58888427b
Silver,AED,https://f.nooncdn.com/p/pnsku/N53352290A/45/_/1724172088/66f64a37-eef7-48f3-b1fc-7c803d051b2c.jpg?format=jpg&width=240,Renewed - iPhone 13 Pro Max 128GB Silver 5G With Facetime,,,25,Apple,6 GB,2173.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-13-pro-max-128gb-silver-5g-with-facetime/N53352318A/p/?o=ae82f8067ede8ccd
Black,AED,,14 Ultra Smartphone 16Gb+512Gb Android 14 Snapdragon 8 Gen 3 Octa Core Touch ID IP68 Black Chinese Version,,,25,,16 GB,3699.0,512 GB,https://www.noon.com/uae-en/14-ultra-smartphone-16gb-512gb-android-14-snapdragon-8-gen-3-octa-core-touch-id-ip68-black-chinese-version/N70050292V/p/?o=e596c4ac06f3cdfd
Aura Glow,AED,,Note10 Plus Single Sim Aura Glow 12Gb Ram 256Gb 4G LTE,,Android 12,25,,12 GB,970.0,256 GB,https://www.noon.com/uae-en/note10-plus-single-sim-aura-glow-12gb-ram-256gb-4g-lte/N70012638V/p/?o=ad7b2f964f8a3cca
Black,AED,,Galaxy S21 Ultra 5G Phantom Black 128 GB Dual Sim,890.0,Android 11,25,Samsung Exynos,12 GB,1210.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-5g-phantom-black-128-gb-dual-sim/N70003063V/p/?o=ce238a650465621c
Blue,AED,,8X Dual SIM Blue 4GB RAM 128GB 4G LTE,295.0,Android 8.0/8.1(Oreo),25,HiSilicon Kirin,4 GB,535.0,128 GB,https://www.noon.com/uae-en/8x-dual-sim-blue-4gb-ram-128gb-4g-lte/N34031493A/p/?o=eacd739b3116881c
GOLD,AED,,Zero 30 4G 256Gb 16Gb International Golden Hour,740.0,,25,,8 GB,999.0,256 GB,https://www.noon.com/uae-en/zero-30-4g-256gb-16gb-international-golden-hour/N70030144V/p/?o=bddd50a400d5ad2f
Dark Blue,AED,,KXD Classic A11 4+12 GB RAM 128 GB ROM Dark Blue Color 4500 mAh Battery 6.7 Inch HD+ Android 13 4G Smartphone,390.0,Android 13,25,Octa-Core,16 GB,449.0,256 GB,https://www.noon.com/uae-en/kxd-classic-a11-4-12-gb-ram-128-gb-rom-dark-blue-color-4500-mah-battery-6-7-inch-hd-android-13-4g-smartphone/Z031586395D5FC453D901Z/p/?o=z031586395d5fc453d901z-1
Silver,AED,https://f.nooncdn.com/p/pnsku/N70051468V/45/_/1709480634/1a38ee28-5b1b-47d9-be0f-3f6ef98bf04a.jpg?format=jpg&width=240,Galaxy M34 Dual SIM Silver 6GB RAM 128GB - Middle East Version,,Android 13,25,,6 MB,885.0,128 GB,https://www.noon.com/uae-en/galaxy-m34-dual-sim-silver-6gb-ram-128gb-middle-east-version/N70051469V/p/?o=c4f0f06a55d3009f
